B,B/T,BM,Cb,Cm,Cp,Crew decks,Cw,D,DWT,D_Up,Failed,Fn,GM,Iteration,KB,KG,L/B,L/D,L/Disp_ratio,LB,LBD_Up,LBP,LCB,LD_Up,LOA,LWL,P_E,P_I,Pas decks,T,T/D,T/D_Up,T_roll,T_roll_IMO,V_Displ_HS,Veh decks,W_Displ,W_Displ_HS,W_Fluids,W_LS,W_err,dB/T,dCb,dL,dL/B
30.8,4.4766662818216325,13.096470895096532,0.523358776080398,0.9404133781132215,0.5565199180071512,13.225619967883711,0.7463511432562786,8.499518928291828,6731.051857496365,15.542456221222794,Displacement,0.5711726063215528,11.33541208309833,18,4.188604437806075,5.949663249804279,4.71672077922078,17.092143829038612,5.751906903449856,4912.373130928236,48680.977861722335,145.27500000000003,-15.613801526567933,9.346978233828386,159.49263412104662,151.231275,16794.659268350595,24698.028335809697,0.3837791508537684,6.880119727724478,0.8094716637224073,0.44266618028686255,121.1577590929338,7.518548411300168,16111.541995297275,0.34629015021649195,15768.453423294231,16514.330545179706,1621.7641272915262,8286.522831355283,-4.730185655262894,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.096661157268485,0.5231154423183925,0.9403119305092678,0.5563211795420654,13.216711742322854,0.7461808096228747,8.496588802298994,6733.689559303069,15.538304347316938,Displacement,0.5713692911091737,11.338019215777361,19,4.188970220118172,5.947612161609296,4.713474025974027,17.086268781268878,5.7501583615774505,4909.064361434203,48634.47307288465,145.17500000000004,-15.62240648602635,9.34304006119355,159.38520654007155,151.12717500000002,16836.85852556304,24760.086067004468,0.38352065323704715,6.880119727724478,0.8097508173942541,0.44278446180084613,121.14382841828771,7.518502832179155,16092.965773992893,0.3460569036257746,15762.649121418266,16495.289918342714,1624.0577810364853,8278.357223000043,-4.647954739593467,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.09685277645121,0.5228718570052766,0.9402102297739192,0.5561222803659616,13.207803516762,0.7460102999036936,8.493658676306161,6736.3802810611,15.534152473411082,Displacement,0.5715661792236009,11.340628250896307,20,4.189336547859412,5.9455610734143125,4.710227272727274,17.08038967997384,5.748409869369798,4905.755591940172,48587.986186927235,145.07500000000005,-15.631020341032539,9.339099783416998,159.27777895909648,151.02307500000003,16879.90602216246,24823.39120906244,0.38326215562032595,6.880119727724478,0.810030163669892,0.4429028065419587,121.12989238773297,7.5184567322847515,16074.39213223551,0.3458236570350574,15756.903791168568,16476.251935541397,1626.3975390869477,8270.19475814706,-4.565288675405946,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.097045758439398,0.5226280197073416,0.9401082752661425,0.5559232201837462,13.198895291201145,0.7458396137951391,8.490728550313328,6739.125384890476,15.530000599505227,Displacement,0.5717632710153978,11.343239195536107,21,4.189703422316036,5.943509985219329,4.706980519480521,17.074506520956923,5.746661427862127,4902.44682244614,48541.51720385012,144.97500000000005,-15.639643106923653,9.335157398810328,159.1703513781214,150.91897500000005,16923.823550018085,24887.975808850122,0.3830036580036047,6.880119727724478,0.8103097027487217,0.44302121456091076,121.11595097122142,7.518410109643075,16055.821072692706,0.34559041044434013,15751.218862771158,16457.216599510022,1628.7845858951005,8262.035436796341,-4.482178445298141,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.097240109055658,0.5223839299898311,0.9400060663429327,0.5557239986994458,13.189987065640288,0.7456687509928817,8.487798424320495,6741.926280760205,15.52584872559937,Displacement,0.5719605668359748,11.345852056809722,22,4.190070844778412,5.941458897024346,4.703733766233768,17.068619300015747,5.744913038094542,4899.1380529521075,48495.06612365327,144.87500000000006,-15.6482747990739,9.331212905683339,159.06292379714634,150.81487500000006,16968.63366651103,24953.873038986803,0.3827451603868834,6.880119727724478,0.8105894348304198,0.443139685908467,121.10200413858409,7.518362962271922,16037.252598036655,0.34535716385362286,15745.59581669349,16438.18391298757,1631.2201475209522,8253.87925894788,-4.398614726028956,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.097435834150604,0.5221395874169376,0.9399036023593051,0.555524615616203,13.181078840079433,0.7454977111918563,8.48486829832766,6745.066178641983,15.521696851693513,Displacement,0.5721580670375918,11.348466841862294,23,4.190438816541052,5.939407808829362,4.700487012987015,17.062728012942138,5.743164701112053,4895.829283458075,48448.632946336715,144.77500000000006,-15.656915432894639,9.327266302344013,158.95549621617127,150.71077500000004,17014.35972899006,25021.117248514794,0.38248666277016213,6.880119727724478,0.8108693601149386,0.44325822063544645,121.0880518595306,7.518315288180743,16018.68671094415,0.3451239172629056,15740.332023405852,16419.153878717752,1633.9504935051068,8245.726224601683,-4.312627295933106,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.097632939603068,0.5218949915517997,0.9398008826682882,0.5553250706362739,13.172170614518576,0.7453264940862598,8.481938172334827,6747.9830907818005,15.517544977787658,Displacement,0.5723557719733601,11.351083557871318,24,4.19080733890263,5.937356720634378,4.697240259740262,17.056832655522093,5.741416417964597,4892.520513964043,48402.21767190044,144.67500000000007,-15.665565023834503,9.323317587098526,158.8480686351962,150.60667500000005,17061.025931114,25089.744016344117,0.3822281651534409,6.880119727724478,0.8111494788025063,0.4433768187927224,121.07409410364848,7.518267085370576,16000.123414096603,0.3448906706721883,15734.837395766523,16400.126499449016,1636.4869388440786,8237.576333757745,-4.228128241487198,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.097831431320229,0.5216501419564986,0.9396979066209162,0.555125363461023,13.16326238895772,0.745155099369549,8.479008046341994,6750.960334097142,15.513393103881802,Displacement,0.5725536819972462,11.35370221204683,25,4.191176413165996,5.935305632439396,4.693993506493509,17.0509332235358,5.739668189707065,4889.211744470011,48355.82030034445,144.57500000000007,-15.674223587379522,9.319366758251238,158.74064105422113,150.50257500000006,17108.657341203198,25159.79020765176,0.38196966753671957,6.880119727724478,0.8114297910936283,0.4434954804312228,121.0601308404026,7.518218351834036,15981.562710180056,0.34465742408147104,15729.409416538865,16381.101777934557,1639.075846074809,8229.429586416063,-4.143145773232034,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.098031315237765,0.5214050381920549,0.939594673566222,0.5549254937909209,13.154354163396864,0.7449835267344385,8.47607792034916,6753.999532707974,15.509241229975945,Displacement,0.5727517974640739,11.35632281163155,26,4.191546040638196,5.933254544244412,4.6907467532467555,17.0450297127576,5.737920017399324,4885.902974975978,48309.440831668726,144.47500000000008,-15.682891139053233,9.3154138141047,158.63321347324606,150.39847500000008,17157.279942731682,25231.29403342894,0.3817111699199983,6.880119727724478,0.8117102971890873,0.44361420560192993,121.0461620391347,7.518169085555247,15963.004601885219,0.34442417749075377,15724.049791048848,16362.079716932349,1641.7186274755336,8221.285982576643,-4.057669203303518,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.098232597320074,0.5211596798184248,0.9394911828512291,0.5547254613255395,13.145445937836008,0.7448117758728974,8.473147794356327,6757.1023706103615,15.50508935607009,Displacement,0.5729501187295272,11.358945363901132,27,4.191916222630487,5.9312034560494284,4.687500000000003,17.039122118955994,5.736171902106252,4882.594205481946,48263.0792658733,144.37500000000009,-15.691567694416815,9.311458752959632,158.525785892271,150.2943750000001,17206.92067710075,25304.29511338345,0.38145267230327706,6.880119727724478,0.8119909972899433,0.4437329943558808,121.03218766906225,7.518119284509799,15944.449091907427,0.3441909309000365,15718.76028749234,16343.060319205111,1644.4167473906523,8213.145522239483,-3.971687463225308,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.098435283560333,0.5209140663944974,0.9393874338209445,0.5545252657635489,13.136537712275155,0.7446398464761481,8.470217668363494,6760.2705945021535,15.500937482164234,Displacement,0.5731486461501523,11.361569876164243,28,4.1922869604583575,5.929152367854446,4.68425324675325,17.033210437893626,5.734423844897751,4879.285435987915,48216.73560295815,144.2750000000001,-15.700253269069162,9.30750157311495,158.41835831129592,150.19027500000007,17257.607488845984,25378.83454242056,0.38119417468655586,6.880119727724478,0.812271891597535,0.4438518467441673,121.0182076992785,7.518068946664724,15925.8961829467,0.3439576843093193,15713.542739902075,16324.043587520368,1647.1717246878638,8205.008205404585,-3.8851890864052,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.098639379980794,0.5206681974780913,0.9392834258183517,0.5543249068027136,13.127629486714298,0.744467738234664,8.467287542370661,6763.506016771081,15.49678560825838,Displacement,0.5733473800833611,11.36419635576287,29,4.192658255441539,5.927101279659462,4.681006493506496,17.02729466532728,5.732675846848787,4875.9766664938825,48170.409842923276,144.1750000000001,-15.708947878647045,9.30354227286773,158.31093073032085,150.08617500000008,17309.369373442027,25454.954960944156,0.38093567706983456,6.880119727724478,0.8125529803134794,0.4439707628179355,121.00422209875111,7.51801806997842,15907.345877707734,0.34372443771860195,15708.399051285176,16305.029524650427,1649.985135356496,8196.874032071944,-3.798162189649985,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.0988448926328,0.5204220726259512,0.9391791581844023,0.5541243841398888,13.118721261153443,0.7442954508381658,8.464357416377828,6766.810518656196,15.492633734352523,Displacement,0.5735463208874338,11.366824810072345,30,4.193030108904026,5.9250501914644795,4.677759740259743,17.02137479700786,5.730927909039401,4872.66789699985,48124.10198576869,144.0750000000001,-15.71765153882523,9.299580850513237,158.20350314934578,149.9820750000001,17362.23642788109,25532.700629236893,0.3806771794531133,6.880119727724478,0.8128342636396731,0.44408974262838696,120.9902308363223,7.517966652400648,15888.798178899935,0.3434911911278847,15703.33119694265,16286.018133372432,1652.8586152565956,8188.743002241566,-3.710594453635593,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.099051827597076,0.5201756913937438,0.9390746302580089,0.5539236974710162,13.109813035592586,0.7441229839756206,8.461427290384993,6770.186053594549,15.488481860446665,Displacement,0.5737454689215211,11.369455246501682,31,4.1934025221740985,5.922999103269495,4.6745129870129905,17.01545082868038,5.729180032554751,4869.359127505818,48077.81203149439,143.9750000000001,-15.726364265316548,9.2956173043449,158.0960755683707,149.8779750000001,17416.23990421461,25612.117506197952,0.38041868183639205,6.880119727724478,0.813115741778292,0.44420878622677773,120.9762338807074,7.517914691872444,15870.253089237374,0.3432579445371674,15698.341227983396,16267.009416468307,1655.7938630290764,8180.615115913445,-3.6224731022614054,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.099260190983825,0.5199290533360554,0.9389698413760372,0.5537228464911207,13.10090481003173,0.7439503373352387,8.45849716439216,6773.634650766061,15.484329986540809,Displacement,0.5739448245456475,11.372087672493645,32,4.19377549658433,5.9209480150745115,4.671266233766238,17.009522756083964,5.7274322184851245,4866.050358011786,48031.53998010037,143.8750000000001,-15.735086073872079,9.291651632654318,157.98864798739564,149.77387500000012,17471.41226626591,25693.253332743985,0.38016018421967074,6.880119727724478,0.8133974149317922,0.44432789366441894,120.96223120049487,7.517862186326112,15851.710611438857,0.34302469794645013,15693.431275046332,16248.003376724828,1658.7926431782175,8172.490373087588,-3.533784880813825,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.099469988932913,0.5196821580063885,0.938864790873299,0.5535218308943064,13.091996584470873,0.743777510604472,8.455567038399327,6777.158418850305,15.480178112634954,Displacement,0.5741443881207136,11.374722095525,33,4.1941490334716125,5.918896926879528,4.668019480519484,17.003590574951826,5.725684467925973,4862.741588517753,47985.28583158663,143.77500000000012,-15.743816980281217,9.287683833731258,157.88122040642057,149.6697750000001,17527.787249733025,25776.15772019562,0.3799016866029495,6.880119727724478,0.8136792833029105,0.4444470649926766,120.94822276414519,7.517809133685152,15833.170748227922,0.34279145135573286,15688.603552245007,16229.000016933618,1661.8567893384302,8164.3687737639875,-3.4445160328580107,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.099681227614058,0.5194350049571579,0.9387594780825441,0.5533206503737527,13.083088358910018,0.7436045034700105,8.452636912406494,6780.759550010294,15.476026238729098,Displacement,0.5743441600084989,11.377358523106686,34,4.194523134177172,5.916845838684545,4.664772727272731,16.997654281011272,5.7239367819779385,4859.432819023721,47939.04958595317,143.67500000000013,-15.752557000371826,9.283713905863655,157.7737928254455,149.5656750000001,17585.399925923324,25860.882244004886,0.37964318898622823,6.880119727724478,0.8139613470946648,0.4445663002629723,120.93420853999037,7.517755531864224,15814.633502332825,0.3425582047650156,15683.860361350591,16209.999339891145,1664.9882077384207,8156.2503179426485,-3.354652275769471,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.099893913226959,0.5191875937396873,0.9386539023344523,0.5531193046217106,13.074180133349161,0.7434313156177811,8.44970678641366,6784.440324119477,15.471874364823242,Displacement,0.574544140571665,11.379996962783977,35,4.194897800046583,5.914794750489562,4.661525974025978,16.99171386998367,5.7221891617468765,4856.124049529689,47892.831243199995,143.57500000000013,-15.761306150010345,9.279741847337602,157.66636524447043,149.46157500000012,17644.286769379083,25947.480543204532,0.3793846913695069,6.880119727724478,0.8142436065103547,0.4446855995267823,120.92018849623335,7.517701378769108,15796.09887648659,0.3423249581742983,15679.204096230198,16191.001348398753,1668.1888808768394,8148.135005623569,-3.264178774811715,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.100108052001493,0.5189399239042063,0.9385480629576266,0.5529177933294986,13.065271907788308,0.7432579467329443,8.446776660420827,6788.484863249471,15.467722490917387,Displacement,0.574744330173758,11.382637422136705,36,4.195273032429791,5.912743662294579,4.658279220779225,16.985769337584458,5.72044160834389,4852.815280035657,47846.630803327105,143.47500000000014,-15.770064445101912,9.275767656437354,157.55893766349536,149.35747500000014,17704.48572967451,26036.008425991924,0.3791261937527857,6.880119727724478,0.8145260617535616,0.4448049628356385,120.90616260094721,7.517646672296651,15777.566873426984,0.3420917115835811,15674.933085059034,16172.006045262657,1671.7058714246616,8140.02283680675,-3.1711329005762745,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.100323650197906,0.5186919949998466,0.9384419592785844,0.5527161161874994,13.056363682227452,0.7430843964998926,8.443846534427994,6792.332136437624,15.46357061701153,Displacement,0.5749447291792109,11.385279908779442,37,4.19564883268113,5.9106925740995955,4.655032467532472,16.979820679523126,5.718694122885346,4849.506510541625,47800.4482663345,143.37500000000014,-15.778831901590479,9.271791331445325,157.4515100825203,149.25337500000015,17766.03630768938,26126.523981896145,0.37886769613606447,6.880119727724478,0.81480871302815,0.44492439024112795,120.89213082207452,7.5175914103347194,15759.037495896555,0.3418584649928638,15670.458245326306,16153.013433293967,1675.0513263708815,8131.913811492191,-3.079394236040174,0.0,0.0,-0.1,0.0
30.8,4.4766662818216325,13.100540714106938,0.5184438065746387,0.9383355906217501,0.552514272885155,13.047455456666595,0.7429106646022471,8.440916408435161,6796.266464755013,15.459418743105676,Displacement,0.5751453379533475,11.387924430361663,38,4.196025202159337,5.908641485904612,4.651785714285719,16.973867891503208,5.716946706492913,4846.197741047593,47754.28363222216,143.27500000000015,-15.787608535458954,9.267812870642077,157.34408250154522,149.14927500000013,17828.979636689583,26219.08770101409,0.3786091985193432,6.880119727724478,0.8150915605382668,0.4450438817948931,120.87809312742675,7.51753559076216,15740.510746642623,0.3416252184021465,15666.07811415665,16134.023515308687,1678.472481429481,8123.807929679891,-2.9869977523549984,0.0,0.0,-0.1,0.0
